QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_02803	COG0289	440058	8.54e-135	54.924	DapB	4-hydroxy-tetrahydrodipicolinate reductase	E	Amino acid transport and metabolism
KKOIIGHA_02804	COG0505	440271	0.0	58.575	CarA	Carbamoylphosphate synthase small subunit	E	Amino acid transport and metabolism
KKOIIGHA_02805	COG0458	440226	0.0	49.46	CarB	Carbamoylphosphate synthase large subunit	E	Amino acid transport and metabolism
KKOIIGHA_02806	COG0782	440545	3.75e-80	57.692	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
KKOIIGHA_02807	COG1534	441143	4.5e-44	44.565	YhbY	RNA-binding protein YhbY	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02808	COG0293	440062	7.56e-139	65.99	RlmE	23S rRNA U2552 or 16S rRNA-U1369 or eukaryotic tRNA-C32/G34 (ribose-2'-O)-methylase RlmE/FtsJ/TRM7	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02809	COG0465	440233	0.0	63.452	HflB	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02810	COG0294	440063	3.49e-154	58.088	FolP	Dihydropteroate synthase	H	Coenzyme transport and metabolism
KKOIIGHA_02811	COG1109	440726	0.0	43.137	ManB	Phosphomannomutase	G	Carbohydrate transport and metabolism
KKOIIGHA_02812	COG0149	439919	1.93e-144	61.446	TpiA	Triosephosphate isomerase	G	Carbohydrate transport and metabolism
KKOIIGHA_02813	COG1314	440925	4.49e-31	56.41	SecG	Protein translocase subunit SecG	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_02816	COG0779	440542	7.38e-75	50.331	RimP	Ribosome maturation factor RimP	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02817	COG0195	439965	2.12e-148	46.045	NusA	Transcription antitermination factor NusA, contains S1 and KH domains	K	Transcription
KKOIIGHA_02818	COG0532	440298	0.0	69.124	InfB	Translation initiation factor IF-2, a GTPase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02819	COG0858	440619	2.61e-51	47.5	RbfA	Ribosome-binding factor RbfA	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02820	COG0130	439900	8.64e-152	49.828	TruB	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02821	COG0184	439954	6.86e-53	65.169	RpsO	Ribosomal protein S15P/S13E	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02822	COG1185	440798	0.0	63.663	Pnp	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02823	COG0079	439849	5.96e-136	46.243	HisC	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	E	Amino acid transport and metabolism
KKOIIGHA_02824	COG0183	439953	0.0	63.52	PaaJ	Acetyl-CoA acetyltransferase	I	Lipid transport and metabolism
KKOIIGHA_02825	COG0414	440183	1.4e-156	59.77	PanC	Panthothenate synthetase	H	Coenzyme transport and metabolism
KKOIIGHA_02826	COG0413	440182	2.72e-152	54.406	PanB	Ketopantoate hydroxymethyltransferase	H	Coenzyme transport and metabolism
KKOIIGHA_02827	COG0801	440564	5.86e-56	53.289	FolK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	H	Coenzyme transport and metabolism
KKOIIGHA_02828	COG0617	440382	3.98e-114	34.545	PcnB	tRNA nucleotidyltransferase (CCA-adding enzyme)/poly(A) polymerase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02829	COG2204	441806	0.0	46.841	AtoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	T	Signal transduction mechanisms
KKOIIGHA_02830	COG5000	444024	2.5e-78	32.877	NtrY	Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation	T	Signal transduction mechanisms
KKOIIGHA_02832	COG0008	439779	7.29e-65	38.589	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02833	COG1734	441340	2.64e-50	52.101	DksA	RNA polymerase-binding transcription factor DksA	K	Transcription
KKOIIGHA_02834	COG0436	440205	2.41e-144	42.416	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
KKOIIGHA_02835	COG1489	441098	1.35e-118	50.826	SfsA	DNA-binding protein, stimulates sugar fermentation	G	Carbohydrate transport and metabolism
KKOIIGHA_02836	COG2226	441828	4.07e-16	36.082	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
KKOIIGHA_02837	COG2021	441624	0.0	60.224	MET2	Homoserine O-acetyltransferase	E	Amino acid transport and metabolism
KKOIIGHA_02838	COG0762	440525	3.96e-20	44.578	Ycf19	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02839	COG0345	440114	2.89e-113	52.344	ProC	Pyrroline-5-carboxylate reductase	E	Amino acid transport and metabolism
KKOIIGHA_02840	COG0325	440094	8.55e-131	58.333	YggS	Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family	H	Coenzyme transport and metabolism
KKOIIGHA_02841	COG2805	442056	0.0	62.242	PilT/PilU	Type IV pilus retraction ATPase PilT/PilU	N	Cell motility
KKOIIGHA_02842	COG5008	444032	0.0	60.434	PilU	Type IV pilus assembly protein, ATPase PilU	N	Cell motility
KKOIIGHA_02843	COG2377	441944	0.0	57.221	AnmK	1,6-Anhydro-N-acetylmuramate kinase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02844	COG0162	439932	0.0	45.7	TyrS	Tyrosyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02846	COG2865	442112	3.46e-20	31.538		Predicted transcriptional regulator, contains HTH domain	K	Transcription
KKOIIGHA_02847	COG3587	442806	0.0	56.055	PM0699	Restriction endonuclease, type III RM system	V	Defense mechanisms
KKOIIGHA_02848	COG1715	441321	5.85e-09	26.316	Mrr	Restriction endonuclease Mrr	V	Defense mechanisms
KKOIIGHA_02849	COG1275	440886	1.3e-45	28.267	TehA	Tellurite resistance protein TehA and related permeases	V	Defense mechanisms
KKOIIGHA_02850	COG1018	440641	1.17e-69	42.373	Fpr	Flavodoxin/ferredoxin--NADP reductase	C	Energy production and conversion
KKOIIGHA_02851	COG3213	442446	8.67e-86	48.492	NnrS	Nitric oxide response protein NnrS	T	Signal transduction mechanisms
KKOIIGHA_02852	COG3945	443145	1.61e-23	30.899		Hemerythrin domain	R	General function prediction only
KKOIIGHA_02853	COG0479	440247	4.47e-118	49.569	SdhB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	Energy production and conversion
KKOIIGHA_02854	COG2197	441799	5.88e-37	34.135	CitB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	T	Signal transduction mechanisms
KKOIIGHA_02855	COG4585	443642	5.83e-46	37.559	ComP	Signal transduction histidine kinase ComP	T	Signal transduction mechanisms
KKOIIGHA_02856	COG2223	441825	2.95e-82	39.706	NarK	Nitrate/nitrite transporter NarK	P	Inorganic ion transport and metabolism
KKOIIGHA_02857	COG5013	444037	0.0	68.966	NarG	Nitrate reductase alpha subunit	C	Energy production and conversion
KKOIIGHA_02858	COG1140	440755	0.0	71.753	NarY	Nitrate reductase beta subunit	C	Energy production and conversion
KKOIIGHA_02859	COG2180	441783	1.05e-65	53.714	NarJ	Nitrate reductase assembly protein NarJ, required for insertion of molybdenum cofactor	C	Energy production and conversion
KKOIIGHA_02860	COG2181	441784	5.2e-95	52.968	NarI	Nitrate reductase gamma subunit	C	Energy production and conversion
KKOIIGHA_02861	COG0760	440523	9.36e-33	29.333	SurA	Periplasmic chaperone SurA (peptidyl-prolyl cis-trans isomerase)	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02862	COG4273	443414	6.21e-47	62.069		Uncharacterized conserved protein, contains metal-binding DGC domain	S	Function unknown
KKOIIGHA_02863	COG0465	440233	0.0	57.949	HflB	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02864	COG0596	440361	2.99e-42	28.253	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
KKOIIGHA_02865	COG2199	441801	4.47e-60	33.212	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_02867	COG1215	440828	2.29e-63	31.686	BcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	N	Cell motility
KKOIIGHA_02868	COG0726	440490	4.75e-27	23.789	PgaB	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	G	Carbohydrate transport and metabolism
KKOIIGHA_02869	COG2956	442196	9.93e-10	21.39	LapB	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02870	COG0583	440348	3.95e-61	30.345	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_02871	COG1018	440641	6.41e-76	30.952	Fpr	Flavodoxin/ferredoxin--NADP reductase	C	Energy production and conversion
KKOIIGHA_02872	COG0347	440116	1.08e-70	71.429	GlnK	Nitrogen regulatory protein PII	T	Signal transduction mechanisms
KKOIIGHA_02873	COG0004	439775	1.18e-143	45.176	AmtB	Ammonia channel protein AmtB	P	Inorganic ion transport and metabolism
KKOIIGHA_02874	COG0347	440116	2.21e-70	74.107	GlnK	Nitrogen regulatory protein PII	T	Signal transduction mechanisms
KKOIIGHA_02875	COG2960	442200	2.7e-25	37.349	UbiK	Ubiquinone biosynthesis accessory factor UbiK	H	Coenzyme transport and metabolism
KKOIIGHA_02876	COG0606	440371	0.0	64.143	YifB	Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02877	COG0079	439849	2.73e-69	37.855	HisC	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	E	Amino acid transport and metabolism
KKOIIGHA_02879	COG2267	441868	9.12e-37	29.057	PldB	Lysophospholipase, alpha-beta hydrolase superfamily	I	Lipid transport and metabolism
KKOIIGHA_02881	COG1249	440861	3.95e-123	32.104	Lpd	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	C	Energy production and conversion
KKOIIGHA_02882	COG1764	441370	3.89e-35	31.933	OsmC	Organic hydroperoxide reductase OsmC/OhrA	V	Defense mechanisms
KKOIIGHA_02883	COG1024	440647	4.28e-86	37.097	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	Lipid transport and metabolism
KKOIIGHA_02884	COG0318	440087	3.24e-166	35.048	MenE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	I	Lipid transport and metabolism
KKOIIGHA_02885	COG0583	440348	1.82e-44	28.808	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_02886	COG0119	439889	7.33e-17	27.437	LeuA	Isopropylmalate/homocitrate/citramalate synthases	E	Amino acid transport and metabolism
KKOIIGHA_02887	COG4770	443802	0.0	61.255	PccA	Acetyl/propionyl-CoA carboxylase, alpha subunit	I	Lipid transport and metabolism
KKOIIGHA_02888	COG1024	440647	8.78e-76	38.057	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	Lipid transport and metabolism
KKOIIGHA_02889	COG4799	443827	0.0	52.107	MmdA	Acetyl-CoA carboxylase, carboxyltransferase component	I	Lipid transport and metabolism
KKOIIGHA_02890	COG1960	441563	6.39e-174	45.932	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_02891	COG2233	441834	5.07e-141	45.057	UraA	Xanthine/uracil permease	F	Nucleotide transport and metabolism
KKOIIGHA_02892	COG0402	440171	1.18e-147	42.657	SsnA	Cytosine/adenosine deaminase or related metal-dependent hydrolase	F	Nucleotide transport and metabolism
KKOIIGHA_02894	COG0665	440429	7.02e-89	32.452	DadA	Glycine/D-amino acid oxidase (deaminating)	E	Amino acid transport and metabolism
KKOIIGHA_02895	COG0161	439931	0.0	43.478	BioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	H	Coenzyme transport and metabolism
KKOIIGHA_02898	COG1291	440902	2.72e-75	38.039	MotA	Flagellar motor component MotA	N	Cell motility
KKOIIGHA_02899	COG1360	440971	2.89e-56	51.799	MotB	Flagellar motor protein MotB	N	Cell motility
KKOIIGHA_02902	COG0451	440220	5.07e-104	37.879	WcaG	Nucleoside-diphosphate-sugar epimerase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02903	COG1004	440628	0.0	61.364	Ugd	UDP-glucose 6-dehydrogenase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02904	COG2855	442103	5.87e-96	45.015	YeiH	Uncharacterized membrane protein YeiH, induced by redox stress, UPF0324 family	S	Function unknown
KKOIIGHA_02905	COG0583	440348	5.63e-66	34.828	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_02906	COG2721	442034	1.06e-09	39.216	UxaA	Altronate dehydratase	G	Carbohydrate transport and metabolism
KKOIIGHA_02907	COG2721	442034	0.0	44.5	UxaA	Altronate dehydratase	G	Carbohydrate transport and metabolism
KKOIIGHA_02908	COG1609	441217	4.89e-125	42.985	PurR	DNA-binding transcriptional regulator, LacI/PurR family	K	Transcription
KKOIIGHA_02910	COG1638	441245	6.26e-51	23.824	DctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_02911	COG3090	442324	9.46e-31	28.125	DctM	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	G	Carbohydrate transport and metabolism
KKOIIGHA_02912	COG1593	441201	6.7e-119	43.51	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	G	Carbohydrate transport and metabolism
KKOIIGHA_02913	COG0141	439911	0.0	41.388	HisD	Histidinol dehydrogenase	E	Amino acid transport and metabolism
KKOIIGHA_02914	COG1028	440651	1.69e-75	45.968	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_02915	COG1063	440683	5.74e-107	39.595	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
KKOIIGHA_02916	COG2188	441791	1.48e-72	38.983	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
KKOIIGHA_02917	COG3181	442414	1.1e-97	33.557	TctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	C	Energy production and conversion
KKOIIGHA_02918	COG3333	442562	0.0	47.39		TctA family transporter	R	General function prediction only
KKOIIGHA_02920	COG0111	439881	6.6e-117	45.033	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	H	Coenzyme transport and metabolism
KKOIIGHA_02921	COG2055	441658	4e-133	45.266	AllD	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	C	Energy production and conversion
KKOIIGHA_02922	COG3836	443047	7.17e-122	54.852	HpcH	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	G	Carbohydrate transport and metabolism
KKOIIGHA_02924	COG1183	440796	7.95e-101	50.427	PssA	Phosphatidylserine synthase	I	Lipid transport and metabolism
KKOIIGHA_02925	COG0059	439829	0.0	65.443	IlvC	Ketol-acid reductoisomerase	E	Amino acid transport and metabolism
KKOIIGHA_02926	COG0583	440348	9.83e-51	27.931	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_02927	COG0440	440209	5.29e-92	60.625	IlvH	Acetolactate synthase, small subunit	E	Amino acid transport and metabolism
KKOIIGHA_02928	COG0028	439799	0.0	50.532	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	Amino acid transport and metabolism
KKOIIGHA_02929	COG0542	440308	0.0	63.869	ClpA	ATP-dependent Clp protease, ATP-binding subunit ClpA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02930	COG1496	441105	4.49e-116	48.996	YfiH	UDP-MurNAc-monopeptide hydrolase/purine nucleoside phosphorylase YfiH, contains laccase domain	F	Nucleotide transport and metabolism
KKOIIGHA_02931	COG0564	440330	2.56e-109	55.76	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02932	COG4105	443281	3.14e-85	45.887	BamD	Outer membrane protein assembly factor BamD, BamD/ComL family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02933	COG0171	439941	0.0	40.37	NadE	NH3-dependent NAD+ synthetase	H	Coenzyme transport and metabolism
KKOIIGHA_02935	COG0665	440429	9.14e-112	40.054	DadA	Glycine/D-amino acid oxidase (deaminating)	E	Amino acid transport and metabolism
KKOIIGHA_02936	COG4968	443994	4.33e-11	34.286	PilE	Type IV pilus minor pilin/pseudopilin PilE	N	Cell motility
KKOIIGHA_02937	COG3419	442645	3.46e-139	30.137	PilY1	Type IV pilus tip-associated adhesin PilY1	N	Cell motility
KKOIIGHA_02938	COG4966	443992	1.01e-25	30.769	PilW	Type IV pilus minor pilin/pseudopilin PilW	N	Cell motility
KKOIIGHA_02939	COG0761	440524	2.3e-180	63.699	IspH	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	I	Lipid transport and metabolism
KKOIIGHA_02940	COG1047	440668	6.15e-64	47.826	SlpA	Peptidyl-prolyl cis-trans isomerase, FKBP type	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_02941	COG0597	440362	8.63e-63	45.806	LspA	Lipoprotein signal peptidase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02942	COG0060	439830	0.0	52.516	IleS	Isoleucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02943	COG0196	439966	1.34e-168	53.226	RibF	FAD synthase	H	Coenzyme transport and metabolism
KKOIIGHA_02944	COG0728	440492	0.0	53.968	MurJ	Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis)	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02945	COG0268	440038	2.2e-26	51.724	RpsT	Ribosomal protein S20	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02946	COG0263	440033	0.0	61.725	ProB	Glutamate 5-kinase	E	Amino acid transport and metabolism
KKOIIGHA_02947	COG0536	440302	0.0	56.983	Obg	GTPase involved in cell partioning and DNA repair	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_02948	COG0211	439981	6.79e-54	78.313	RpmA	Ribosomal protein L27	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02949	COG0261	440031	5.14e-62	64.078	RplU	Ribosomal protein L21	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02950	COG0142	439912	1.11e-140	44.817	IspA	Geranylgeranyl pyrophosphate synthase	H	Coenzyme transport and metabolism
KKOIIGHA_02955	COG4913	443941	0.000314	18.067		Uncharacterized conserved protein, contains a C-terminal ATPase domain	S	Function unknown
KKOIIGHA_02956	COG4637	443675	6.42e-84	31.731		Predicted ATPase	R	General function prediction only
KKOIIGHA_02957	COG1487	441096	0.003	26.786	VapC	Ribonuclease/mRNA interferase VapC, contains PIN domain	V	Defense mechanisms
KKOIIGHA_02958	COG1002	440626	9.1e-07	31.0	YeeA	Type II restriction/modification system, endonuclease and methylase domains	V	Defense mechanisms
KKOIIGHA_02959	COG4663	443700	1.02e-86	28.916	FcbT1	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_02960	COG0129	439899	0.0	41.593	IlvD	Dihydroxyacid dehydratase/phosphogluconate dehydratase	E	Amino acid transport and metabolism
KKOIIGHA_02961	COG2873	442120	0.0	62.954	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	E	Amino acid transport and metabolism
KKOIIGHA_02962	COG0129	439899	3e-160	40.069	IlvD	Dihydroxyacid dehydratase/phosphogluconate dehydratase	E	Amino acid transport and metabolism
KKOIIGHA_02963	COG2186	441789	2.94e-46	33.043	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
KKOIIGHA_02964	COG0624	440389	9.11e-112	36.962	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	E	Amino acid transport and metabolism
KKOIIGHA_02965	COG1960	441563	2.58e-140	38.36	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_02966	COG0286	440055	5.74e-82	36.719	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
KKOIIGHA_02967	COG0732	440496	2.31e-20	33.721	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
KKOIIGHA_02968	COG3943	443143	9.83e-75	54.331	RhuM	Uncharacterized protein RhuM, Salmonella virulence factor	S	Function unknown
KKOIIGHA_02969	COG4096	443272	0.0	33.294	HsdR	Type I site-specific restriction endonuclease, part of a restriction-modification system	V	Defense mechanisms
KKOIIGHA_02970	COG0419	440188	5.58e-18	22.273	SbcC	DNA repair exonuclease SbcCD ATPase subunit	L	Replication, recombination and repair
KKOIIGHA_02971	COG0420	440189	2.6e-65	35.069	SbcD	DNA repair exonuclease SbcCD nuclease subunit	L	Replication, recombination and repair
KKOIIGHA_02972	COG1515	441124	4.99e-122	56.652	Nfi	Deoxyinosine 3'-endonuclease (endonuclease V)	L	Replication, recombination and repair
KKOIIGHA_02973	COG0656	440421	2.46e-118	40.143	ARA1	Aldo/keto reductase, related to diketogulonate reductase	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_02974	COG3310	442539	2.14e-87	55.689		Uncharacterized conserved protein, DUF1415 family	S	Function unknown
KKOIIGHA_02975	COG1764	441370	4.54e-53	37.063	OsmC	Organic hydroperoxide reductase OsmC/OhrA	V	Defense mechanisms
KKOIIGHA_02976	COG2303	441878	0.0	53.371	BetA	Choline dehydrogenase or related flavoprotein	I	Lipid transport and metabolism
KKOIIGHA_02977	COG2071	441674	1.71e-86	45.933	PuuD	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	E	Amino acid transport and metabolism
KKOIIGHA_02979	COG4651	443689	7.69e-43	26.838	RosB	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain	P	Inorganic ion transport and metabolism
KKOIIGHA_02980	COG1402	441012	4.14e-75	42.629	ArfB	Creatinine amidohydrolase/FAPy deformylase (formamide hydrolase)	H	Coenzyme transport and metabolism
KKOIIGHA_02981	COG0807	440570	5.24e-80	45.113	RibA	GTP cyclohydrolase II	H	Coenzyme transport and metabolism
KKOIIGHA_02982	COG0392	440161	6.78e-29	27.622	AglD2	Predicted membrane flippase AglD2/YbhN, UPF0104 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02983	COG3321	442550	9.62e-05	15.088	PksD	Acyl transferase domain in polyketide synthase (PKS) enzymes	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_02984	COG0438	440207	7.73e-23	47.423	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_02985	COG0720	440484	2.29e-35	35.606	QueD	6-pyruvoyl-tetrahydropterin synthase	H	Coenzyme transport and metabolism
KKOIIGHA_02986	COG1063	440683	4.12e-17	26.575	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
KKOIIGHA_02987	COG0558	440324	4.99e-10	29.932	PgsA	Phosphatidylglycerophosphate synthase	I	Lipid transport and metabolism
KKOIIGHA_02988	COG2353	441920	5.47e-56	37.895	YceI	Polyisoprenoid-binding periplasmic protein YceI	R	General function prediction only
KKOIIGHA_02989	COG3608	442826	1.23e-130	51.007		Predicted deacylase	R	General function prediction only
KKOIIGHA_02990	COG0042	439812	7.07e-123	38.73	DusA	tRNA-dihydrouridine synthase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_02991	COG4974	443999	8.55e-34	23.779	XerD	Site-specific tyrosine recombinase XerD	L	Replication, recombination and repair
KKOIIGHA_02992	COG1593	441201	8.37e-135	45.814	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	G	Carbohydrate transport and metabolism
KKOIIGHA_02993	COG3090	442324	9.38e-17	26.316	DctM	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	G	Carbohydrate transport and metabolism
KKOIIGHA_02994	COG1638	441245	3.94e-99	35.0	DctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_02995	COG2124	441727	8.2e-108	34.491	CypX	Cytochrome P450	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_02996	COG1414	441024	1.47e-41	32.883	IclR	DNA-binding transcriptional regulator, IclR family	K	Transcription
KKOIIGHA_03001	COG2936	442179	0.0	41.034		Predicted acyl esterase	R	General function prediction only
KKOIIGHA_03002	COG0439	440208	1.3e-52	25.172	AccC	Biotin carboxylase	I	Lipid transport and metabolism
KKOIIGHA_03003	COG0526	440292	1.07e-19	30.952	TrxA	Thiol-disulfide isomerase or thioredoxin	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03004	COG0553	440319	3.37e-77	23.041	HepA	Superfamily II DNA or RNA helicase, SNF2 family	K	Transcription
KKOIIGHA_03005	COG1090	440707	1.24e-148	53.311	YfcH	NAD dependent epimerase/dehydratase family enzyme	R	General function prediction only
KKOIIGHA_03006	COG3380	442607	8.05e-110	48.83		Predicted NAD/FAD-dependent oxidoreductase	R	General function prediction only
KKOIIGHA_03007	COG2138	441741	1.3e-35	42.373	SirB	Sirohydrochlorin ferrochelatase	H	Coenzyme transport and metabolism
KKOIIGHA_03008	COG0789	440552	6.1e-19	36.634	SoxR	DNA-binding transcriptional regulator, MerR family	K	Transcription
KKOIIGHA_03009	COG0415	440184	0.0	51.471	PhrB	Deoxyribodipyrimidine photolyase	L	Replication, recombination and repair
KKOIIGHA_03010	COG3631	442849	2.06e-20	28.099	YesE	Ketosteroid isomerase-related protein	R	General function prediction only
KKOIIGHA_03011	COG0300	440069	2.82e-64	36.214	YqjQ	Short-chain dehydrogenase	R	General function prediction only
KKOIIGHA_03012	COG2907	442151	0.0	63.614	Ppro0129	Predicted flavin-containing amine oxidase	R	General function prediction only
KKOIIGHA_03013	COG3496	442719	1.01e-108	47.581		Uncharacterized conserved protein, DUF1365 family	S	Function unknown
KKOIIGHA_03014	COG2230	441831	3.95e-59	46.835	Cfa	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	I	Lipid transport and metabolism
KKOIIGHA_03015	COG5001	444025	1.86e-162	39.531		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
KKOIIGHA_03016	COG0764	440527	6.93e-48	39.456	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	I	Lipid transport and metabolism
KKOIIGHA_03017	COG0304	440073	0.0	49.878	FabB	3-oxoacyl-(acyl-carrier-protein) synthase	I	Lipid transport and metabolism
